Type,StartDate,Maturity,MarketQuote
dg,2026-08-19,2026-08-20,5.7
sw,2026-08-20,2026-08-31,5.6925
sw,2026-08-20,2026-10-22,5.5555
sw,2026-08-20,2026-11-24,5.514
sw,2026-08-20,2026-12-23,5.4955
sw,2026-08-20,2027-03-24,5.387
sw,2026-08-20,2027-06-23,5.296
sw,2026-08-20,2027-08-24,5.2305
sw,2026-08-20,2027-08-24,5.0955
sw,2026-08-20,2028-08-23,5.028
sw,2026-08-20,2029-08-22,4.931
sw,2026-08-20,2030-08-22,4.8685
sw,2026-08-20,2031-08-22,4.8305
sw,2026-08-20,2032-08-24,4.8135
sw,2026-08-20,2033-08-24,4.8045
sw,2026-08-20,2034-08-23,4.8025
sw,2026-08-20,2035-08-22,4.8045
sw,2026-08-20,2036-08-22,4.8105
sw,2026-08-20,2038-08-24,4.8295
sw,2026-08-20,2041-08-22,4.8525
sw,2026-08-20,2046-08-22,4.8385
sw,2026-08-20,2051-08-23,4.7635
sw,2026-08-20,2056-08-23,4.6735
sw,2026-08-20,2066-08-24,4.474
sw,2026-08-20,2076-08-24,4.274
