Type,StartDate,Maturity,MarketQuote
dg,2025-12-30,2025-12-31,5.7
sw,2026-01-01,2026-01-12,5.6925
sw,2026-01-01,2026-03-04,5.5555
sw,2026-01-01,2026-04-03,5.514
sw,2026-01-01,2026-05-05,5.4955
sw,2026-01-01,2026-08-05,5.387
sw,2026-01-01,2026-11-04,5.296
sw,2026-01-01,2027-01-05,5.2305
sw,2026-01-01,2027-01-05,5.0955
sw,2026-01-01,2028-01-05,5.028
sw,2026-01-01,2029-01-03,4.931
sw,2026-01-01,2030-01-03,4.8685
sw,2026-01-01,2031-01-03,4.8305
sw,2026-01-01,2032-01-05,4.8135
sw,2026-01-01,2033-01-05,4.8045
sw,2026-01-01,2034-01-04,4.8025
sw,2026-01-01,2035-01-03,4.8045
sw,2026-01-01,2036-01-03,4.8105
sw,2026-01-01,2038-01-05,4.8295
sw,2026-01-01,2041-01-03,4.8525
sw,2026-01-01,2046-01-03,4.8385
sw,2026-01-01,2051-01-04,4.7635
sw,2026-01-01,2056-01-05,4.6735
sw,2026-01-01,2066-01-05,4.474
sw,2026-01-01,2076-01-03,4.274
